qnumq;sexe;aget;matrim;pratique;enf;activite;prof;dipl;vote;habitat;localite;revenu;region;K1
3597;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Bourg;rev3;Jura_Alpes;espace, écologie, environnement affectif
3681;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Bac;ecolo_oui;individuel;Rurv;rev3;Mediterrannée;ce qui est autour
1625;femme;30-39ans;Seul;Rrelig_non;avecEnfant;actif;cadre_lib;Cep;ecolo_oui;collectif;Ville;rev3;Nord;cadre de vie
904;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;prof;ecolo_oui;individuel;PGV;rev2;Mediterrannée;tout
5487;femme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Bourg;rev4;Nord;c'est ce qui est autour de nous
4847;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Bac;ecolo_oui;individuel;Bourg;rev3;Seine;tout ce que j'entends à la télé, la couche d'ozone, la pollution, le problème de manque d'eau, le cadre de ma vie quotidienne
2937;femme;50-59ans;Seul;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Ville;rev4;S_BassinParis;le cadre de vie, la pollution, la nature
5611;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Bourg;rev3;Centre;nature, liberté, pollution
4334;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Rurv;rev4;Bretagne;pollution, cadre de vie
604;homme;30-39ans;En_couple;Rrelig_non;sansEnfant;actif;employe;Be;ecolo_oui;collectif;Ville;rev3;Seine;la nature
983;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;collectif;TGV;rev3;Mediterrannée;le monde extérieur
4183;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev3;Bretagne;écologie, les verts, préserver la nature, se sentir bien où on vit
5682;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Rural;rev1;Centre;nature, oiseaux
2202;homme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;enseig_etud;Bac;ecolo_non;individuel;Ville;rev3;S_Ouest;la nature, la pollution
3130;femme;60ans+;Seul;Relig_occas;avecEnfant;inactif;retraite;Supérieur;ecolo_oui;individuel;Bourg;rev2;Mediterrannée;le village
4008;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Rurv;rev3;Bretagne;pollution, industrie, nucléaire, campagne
4810;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Bourg;rev2;Seine;la famille
3333;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Rurv;rev2;Jura_Alpes;ce qui m'entoure
480;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;collectif;PTGV;rev3;Seine;nature
5356;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;prof;ecolo_oui;individuel;Bourg;rev3;Nord;les nuisances possibles
3304;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;prof;ecolo_oui;individuel;Bourg;rev3;Jura_Alpes;la campagne, l'air pur, la tranquillité
4220;femme;50-59ans;En_couple;Relig_regul;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;Rural;rev4;Bretagne;la nature
1403;femme;50-59ans;Seul;Rrelig_non;avecEnfant;inactif;inactif;prof;ecolo_oui;collectif;Bourg;rev2;Jura_Alpes;les espaces verts, l'oxygène, plaisir de la nature, les animaux, les gens
556;homme;30-39ans;Seul;Rrelig_non;sansEnfant;chomeur;inactif;Supérieur;ecolo_non;collectif;PTGV;rev2;Seine;espace quotidien
5720;femme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;inactif;NOdip;ecolo_non;individuel;Bourg;rev1;Centre;la nature
523;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;collectif;PTGV;rev4;Seine;qualité de vie, espace, esthétique, calme, possibilité de loisir et de culture
5281;homme;60ans+;Seul;Rrelig_non;sansEnfant;actif;agricult;prof;ecolo_oui;individuel;Rural;rev1;S_Ouest;pollution
271;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Be;ecolo_oui;individuel;Ville;RevNSP;Seine;façon de vivre correcte, forêt, bord de l'eau, rue, circulation, contact humain
2399;femme;60ans+;En_couple;Relig_occas;avecEnfant;actif;employe;prof;ecolo_non;individuel;Ville;rev2;S_Ouest;la nature, ce qui est autour de nous
4733;femme;50-59ans;Seul;Rrelig_non;avecEnfant;chomeur;inactif;Cep;ecolo_non;individuel;Bourg;rev2;Seine;les alentours immédiats de notre maison
1262;femme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;Supérieur;ecolo_non;collectif;Ville;RevNSP;Jura_Alpes;la montagne, annecy
4740;homme;60ans+;Seul;Rrelig_non;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;Ville;rev3;Seine;ensembles des données extérieures qui nous entoure et qui agissent plus ou moins favorablement sur nous (bruits, odeurs)
2281;homme;50-59ans;En_couple;Relig_occas;avecEnfant;chomeur;inactif;prof;ecolo_oui;individuel;PTGV;rev3;S_Ouest;bois, prairies, montagnes
1442;homme;20-29ans;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;TGV;rev4;Jura_Alpes;les espaces verts, la protection environnement, pollution, économie d'énergie, économie eau, déchets, les gens
3667;homme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Rurv;rev4;Mediterrannée;l'espace dans lequel on vit au quotidien
3608;femme;50-59ans;Seul;Relig_occas;avecEnfant;actif;enseig_etud;Bac;ecolo_non;individuel;Bourg;rev3;Jura_Alpes;la campagne, nature
3380;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;commerc;Bac;ecolo_oui;individuel;Rurv;rev3;Jura_Alpes;nature
5933;homme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Bourg;rev3;S_BassinParis;nature
5688;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;Bac;ecolo_oui;individuel;Rurv;rev2;Centre;nature, pas de pollution, le calme, climat tempéré
2152;femme;30-39ans;Seul;Rrelig_non;avecEnfant;actif;employe;Be;ecolo_oui;collectif;PGV;rev2;Seine;jardins publics, nature
191;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Ville;rev4;Seine;quelque chose d'agréable, verdure, propre, protégé, avec des amis
4171;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;inactif;prof;ecolo_non;individuel;Rural;RevNSP;Bretagne;pollution, nature
3056;femme;20-29ans;En_couple;Rrelig_non;sansEnfant;chomeur;inactif;prof;ecolo_oui;individuel;Bourg;rev3;Seine;propreté, présence de verdure de nature partout
2193;homme;30-39ans;En_couple;Relig_occas;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;GV;rev4;Bretagne;écologie, voisinage
5189;femme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Rurv;rev2;S_Ouest;nature, climat
2563;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Ville;RevNSP;Bretagne;qualité de vie, l'eau, l'air, le bruit, les déchets
4070;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Bac;ecolo_non;individuel;Rural;rev3;Bretagne;nature
512;femme;60ans+;Seul;Relig_regul;avecEnfant;inactif;retraite;NOdip;ecolo_non;collectif;PTGV;rev1;Seine;autour de moi
3069;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Bourg;rev4;Seine;je suis bien entourée, mon environnement est agréable
4415;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;employe;prof;ecolo_non;individuel;Rurv;rev1;Bretagne;c'est beau, la nature qui entoure mon logement
3292;homme;30-39ans;En_couple;Relig_occas;sansEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Rurv;RevNSP;Jura_Alpes;nature, sport, loisir
5268;homme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;employe;NOdip;ecolo_oui;individuel;Rurv;rev3;S_Ouest;c'est le confort de la vie
4313;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Bac;ecolo_oui;individuel;Bourg;rev3;Bretagne;tranquillité, loisir, nature
2478;homme;60ans+;Seul;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;Ville;rev2;Centre;la nature
1186;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;employe;Be;ecolo_non;individuel;Ville;rev3;Jura_Alpes;nature, bois, vert, eau, lac, calme, silence, vacances, baignade, planche à voile
1369;femme;60ans+;Seul;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_non;collectif;Ville;rev2;Jura_Alpes;la nature, la pollution
3759;femme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Bourg;rev3;S_BassinParis;la nature
3851;homme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev3;Nord;ce qui est autour, la nature
5318;homme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Rurv;rev3;S_Ouest;nature, bois, champs, jardins, l'eau
2115;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Bourg;rev4;Seine;la nature, la campagne
3908;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;NOdip;ecolo_non;individuel;Bourg;rev2;Bretagne;nature, espace, forêt
1214;homme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;prof;ecolo_non;collectif;Ville;rev3;Jura_Alpes;ce qui entoure l'habitation
2920;femme;50-59ans;Seul;Relig_occas;avecEnfant;actif;employe;NOdip;ecolo_non;collectif;Bourg;rev2;Seine;être bien dans son logement
5606;homme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;agricult;Supérieur;ecolo_oui;individuel;Rural;rev2;Centre;la nature, la qualité de vie, les lieux où l'on vit
30;femme;30-39ans;Seul;Rrelig_non;sansEnfant;actif;prof_interm;Bac;ecolo_oui;collectif;TGV;rev2;Seine;l'entourage
3565;homme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Bourg;rev2;Jura_Alpes;la nature
293;femme;20-29ans;Seul;Relig_regul;sansEnfant;inactif;enseig_etud;Be;ecolo_oui;individuel;PTGV;rev3;Seine;la vie en société
3420;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Rurv;rev3;Jura_Alpes;la condition de vie
3620;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;Supérieur;ecolo_non;individuel;Bourg;rev2;Jura_Alpes;tranquillité, le bien être
975;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;prof;ecolo_non;collectif;TGV;rev2;Mediterrannée;l'espace, propreté, cadre de vie
4119;femme;60ans+;Seul;Relig_occas;avecEnfant;chomeur;inactif;prof;ecolo_oui;individuel;Ville;rev2;Bretagne;mes voisins, l'endroit où on est
5207;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;employe;prof;ecolo_non;individuel;Bourg;RevNSP;S_Ouest;la nature, cadre de vie
5614;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;agricult;prof;ecolo_oui;individuel;Rural;rev2;Centre;cadre de vie, mode de vie
2080;femme;60ans+;Seul;Relig_regul;avecEnfant;inactif;retraite;Be;ecolo_non;individuel;Ville;rev2;Seine;la nature, les gens qui m'entourent, les amis, la famille
286;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Cep;ecolo_oui;individuel;Ville;rev3;Seine;ce qui est autour de moi, la nature, la vie, tous les environs
2600;femme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_oui;individuel;Rurv;rev2;Bretagne;sain, calme, sans pollution
3342;homme;30-39ans;Seul;Rrelig_non;sansEnfant;actif;prof_interm;prof;ecolo_oui;individuel;Bourg;rev3;Jura_Alpes;la nature, qualité de la vie, cadre de vie
4877;femme;60ans+;Seul;Relig_occas;avecEnfant;actif;agricult;Cep;ecolo_oui;individuel;Bourg;rev3;Seine;proximité du logement, alentours visibles et accessibles
1814;femme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;prof;ecolo_oui;individuel;PGV;rev3;Nord;la nature
1174;homme;40-49ans;Seul;Rrelig_non;sansEnfant;actif;ouvrier;Cep;ecolo_non;individuel;Bourg;rev2;Jura_Alpes;l'entourage
1941;femme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Ville;rev3;Nord;la nature
3758;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Bourg;rev3;S_BassinParis;le cadre de vie
2197;homme;50-59ans;Seul;Rrelig_non;avecEnfant;chomeur;inactif;prof;ecolo_oui;individuel;Bourg;rev1;Bretagne;les alentours
3072;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Bac;ecolo_non;individuel;Bourg;rev3;Mediterrannée;grave problème à traiter rapidement, problème dont on ne s'est jamais occupé
5368;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_non;individuel;Bourg;rev3;Nord;pollution, arbre, oiseaux
3673;homme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;enseig_etud;Bac;ecolo_non;individuel;Bourg;RevNSP;Mediterrannée;nature
5397;homme;20-29ans;Seul;Rrelig_non;sansEnfant;chomeur;inactif;prof;ecolo_non;individuel;Bourg;rev2;Nord;la nature
3143;homme;60ans+;Seul;Relig_regul;sansEnfant;inactif;retraite;Cep;ecolo_non;individuel;Bourg;rev1;Mediterrannée;le paysage
3804;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;agricult;Be;ecolo_oui;individuel;Bourg;rev2;Nord;la nature, les champs, les prés, les forêts, la pollution
2671;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;agricult;prof;ecolo_oui;individuel;Rurv;rev4;Bretagne;nature, propreté de l'environnement, pureté de l'eau
3734;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Be;ecolo_oui;individuel;Rural;rev2;Centre;nature
3469;homme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;Bourg;rev2;Jura_Alpes;cadre de vie, tout ce qu'il y a autour de la maison, l'atmosphère dans laquelle on baigne, la nature
339;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;collectif;PTGV;rev4;Seine;nature, cadre de vie, écologie
4587;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Bac;ecolo_non;individuel;Rurv;RevNSP;Bretagne;notre milieu de vie
5714;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;prof;ecolo_non;individuel;Rurv;rev3;Centre;destruction des biens, poubelles, égouts
5600;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Bourg;rev3;Centre;la nature, tout ce qui ce passe autour de nous
4324;homme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Bourg;rev3;Bretagne;nature
2447;homme;30-39ans;En_couple;Rrelig_non;sansEnfant;actif;prof_interm;prof;ecolo_non;individuel;Ville;RevNSP;Centre;les alentours
2470;homme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Bac;ecolo_non;collectif;Ville;rev4;Centre;qualité de vie
1497;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;inactif;NOdip;ecolo_non;individuel;PTGV;rev3;Jura_Alpes;tout ce qui est autour de moi, la nature
3996;femme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;commerc;prof;ecolo_oui;individuel;Bourg;rev2;Bretagne;entourage
32;femme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;Supérieur;ecolo_non;collectif;TGV;rev2;Seine;la nature et son contraire, la concentration urbaine
3844;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Bourg;rev3;Nord;ce qui nous entoure, toute la nature
4422;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Rural;rev2;Bretagne;la nature, la tranquillité, le repos
2071;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Bourg;rev3;Seine;qualité de vie, esthétique, non pollution, le calme
3732;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Bourg;rev2;Centre;tout ce qu'il y a autour de moi
643;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Bourg;rev4;Seine;cadre de vie, protection
5637;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;Bourg;rev3;Centre;la campagne
202;homme;30-39ans;En_couple;Relig_occas;sansEnfant;actif;cadre_lib;Supérieur;ecolo_oui;collectif;Ville;rev4;Seine;qualité de vie, bien être
2203;homme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;ouvrier;Bac;ecolo_oui;individuel;Ville;rev3;S_Ouest;le cadre de vie pas forcément la nature, c'est plus lié au caractère matériel et moral du cadre de vie
5250;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;prof;ecolo_oui;individuel;Rurv;rev3;S_Ouest;bois, verdure
1428;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Supérieur;ecolo_oui;collectif;TGV;rev4;Jura_Alpes;la nature, pollution, voiture, ville, banlieue, surpopulation
4751;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Rurv;rev3;Seine;éviter les usines les décharges sauvages et tout ce que ça implique comme la destruction des animaux nuisibles en surnombre comme les renards
4632;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev3;Nord;la nature, autour de la maison
2389;femme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Be;ecolo_non;individuel;Ville;rev2;S_Ouest;tout ce qui nous entoure
2834;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;prof;ecolo_oui;individuel;PGV;rev4;Seine;nature, circulation, habitation
56;femme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;TGV;rev3;Seine;des problèmes, les cités, les déchets, la pollution, les animaux
3439;homme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Rurv;rev2;Jura_Alpes;le cadre de vie en général au travail et en privée
5471;femme;60ans+;En_couple;Relig_regul;avecEnfant;actif;agricult;Be;ecolo_non;individuel;Rurv;RevNSP;Nord;qualité de la vie, milieu proche
2430;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;Bac;ecolo_oui;individuel;Ville;rev3;S_Ouest;équilibre
2666;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Supérieur;ecolo_oui;individuel;Ville;rev3;Bretagne;la nature, les humains
1884;femme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;employe;Supérieur;ecolo_oui;individuel;PTGV;rev3;Nord;c'est un tout, les maisons, les gens, le quartier
1130;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;NOdip;ecolo_oui;individuel;Ville;rev2;Jura_Alpes;le calme, la nature, la promenade
954;femme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;collectif;TGV;rev3;Mediterrannée;tout ce qui nous entoure
2372;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Ville;rev3;S_Ouest;c'est important, autour de nous
2970;femme;40-49ans;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Bourg;rev3;S_BassinParis;tout ce qui se passe dans la nature
5403;homme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;enseig_etud;Be;ecolo_oui;individuel;Bourg;rev3;Nord;nature, pollution, avenir
1289;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;prof;ecolo_oui;individuel;Bourg;rev3;Jura_Alpes;la propreté, le bien être, les loisirs
4162;femme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;agricult;Cep;ecolo_oui;individuel;Bourg;rev1;Bretagne;les alentours
5613;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Bac;ecolo_oui;individuel;Bourg;rev3;Centre;nature, écologie
5890;homme;30-39ans;En_couple;Rrelig_non;sansEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev3;S_BassinParis;c'est le travail, la nature, les gens, les loisirs
58;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_non;collectif;TGV;rev2;Seine;belles choses, pas de pollution, pas de saletés, pas de bruits
3493;homme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Rurv;rev2;Jura_Alpes;nature
333;femme;60ans+;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;PTGV;rev3;Seine;ce qui nous entoure
3665;homme;60ans+;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Rurv;rev4;Mediterrannée;cadre de vie, tout ce qui nous entoure
4655;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;Bourg;RevNSP;S_BassinParis;ce qui m'entoure, mon milieu
1532;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;prof;ecolo_non;individuel;Bourg;rev3;Nord;campagne, nature, propreté
